rank,title,year,rating,plot,review
193,Persona,1966,8.1,"A young nurse, Alma, is put in charge of Elisabeth Vogler: an actress who is seemingly healthy in all respects, but will not talk. As they spend time together, Alma speaks to Elisabeth constantly, never receiving any answer. Alma eventually confesses her secrets to a seemingly sympathetic Elisabeth and finds that her own personality is being submerged into Elisabeth's persona. —Kathy Li","PERSONA may well be Ingmar Bergman's most complex film--yet, like many Bergman films, the story it tells is superficially simple. Actress Elizabeth Volger has suddenly stopped speaking in what appears to be an effort to cease all communication with the external world. She is taken to a hospital, where nurse Alma is assigned to care for her. After some time, Elisabeth's doctor feels the hospital is of little use to her; the doctor accordingly lends her seaside home to Elisabeth, who goes there with Alma in attendance. Although Elisabeth remains silent, the relationship between the women is a pleasant one--until a rainy day, too much alcohol, and Elisabeth's silence drives Alma into a series of highly charged personal revelations.It is at this point that the film, which has already be super-saturated with complex visual imagery, begins to create an unnerving and deeply existential portrait of how we interpret others, how others interpret us, and the impact that these interpretations have upon both us and them. What at first seemed fond glances and friendly gestures from the silent Elisabeth are now suddenly open to different interpretations, and Alma--feeling increasingly trapped by the silence--enters into a series of confrontations with her patient... but these confrontations have a dreamlike quality, and it becomes impossible to know if they are real or imagined--and if imagined, in which of the women's minds the fantasy occurs.Ultimately, Bergman seems to be creating a situation in which we are forced to acknowledge that a great deal of what we believe we know about others rests largely upon what we ourselves project upon them. Elisabeth's face and its expressions become akin to a blank screen on which we see our own hopes, dreams, torments, and tragedies projected--while the person behind the face constantly eludes our understanding. In this respect, the theme is remarkably well-suited to its medium: the blankness of the cinema screen with its flickering, endless shifting images that can be interpreted in infinite ways.Bergman is exceptionally fortunate in his actresses here: both Liv Ullman as the silent Elisabeth and Bibi Anderson as the increasingly distraught Alma offer incredible performances that seem to encompass both what we know from the obvious surface and what we can never know that exists behind their individual masks. Ullman has been justly praised for the power of her silence in this film, and it is difficult to imagine another actress who could carry off a role that must be performed entirely by ambiguous implications. Anderson is likewise remarkable, her increasing levels of emotional distress resounding like the waves upon the rocks at their seaside retreat. And Bergman and his celebrated cinematographer Sven Nykvist fill the screen with a dreamlike quality that is constantly interrupted by unexpected images ranging from glimpses of silent films to a moment at which the celluloid appears to burn to images that merge Ullman and Anderson's faces into one.As in many of his films, Bergman seems to be stating that we cannot know another person, and that our inability to do is our greatest tragedy. But however the film is interpreted, it is a stunning and powerful achievement, one that will resonate with the viewer long after the film ends.Gary F. Taylor, aka GFT, Amazon Reviewer"
194,Before Sunrise,1995,8.1,"American tourist Jesse and French student Celine meet by chance on the train from Budapest to Vienna. Sensing that they are developing a connection, Jesse asks Celine to spend the day with him in Vienna, and she agrees. So they pass the time before his scheduled flight the next morning together. How do two perfect strangers connect so intimately over the course of a single day? What is that special thing that bonds two people so strongly? As their bond turns to love, what will happen to them the next morning when Jesse flies away? —randywong70@comcast.net","I want Céline and Jessie go further in their relationship, I want to tell them that they were made for each other, that in a lot of moment in the film we want they to die for each other. Their story is what we ever wanted and probably most of us never reached. This is about love but not stupid things like in ""notting hills"" or those kind of movie. This is life and i did believe in them, i did believe they were falling... This was so clever and touching. I have just finished to view it a minute ago and i m still there... I want to go to Vienna. I want to see them as soon as possible again.I have to say i was now becoming misanthropist and felt like if love was just a fake, a concept, but with this movie i realized that maybe somewhere, somehow and some when, something could really happen.I'm french and didn't know very well July Delpy despite Kieslowski ""three colors : white""... Now i have to see her other works because she looks like an angel and got a perfect acting.i saw ""before sunset"" (the sequel in Paris) a few days before i saw ""before sunrise"" and their is no matter. They are both masterpieces. proof that you don't need to impress the eyes with technology to get pure feelings. I'm sorry for my English which i m trying to best.Franck in France"
196,Catch Me If You Can,2002,8.1,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit. —yusufpiskin","On Leonardo DiCaprio's 31st birthday, I have the pleasure of praising one of the finest actors working today. I didn't realize what I was seeing when that homeless boy showed up on 'Growing Pains'--a show not exactly known for the quality of its actors. And I didn't see much to like about ""Titanic"" except the excitement of watching the people evacuating and the ship sinking. Also, 'Romeo and Juliet' was just corny, with 400-year-old dialogue in a modern setting.But if he could be nominated for his 'Aviator' performance, DiCaprio must be doing something right. And here he shows us what he is capable of. Especially when Frank Jr. is conning people, and most of all when he tries to outwit Hanatty. I am reminded of Harrison Ford and Tommy Lee Jones in ""The Fugitive"", or perhaps Burt Reynolds and Jackie Gleason in ""Smokey and the Bandit"". The strange but enjoyable chemistry between these two characters goes a long way toward making this movie work.Frank Jr. showed a lot of intelligence, and DiCaprio effectively showed us what this man could do. Imagine what he could have accomplished if he had stayed on the right side of the law. But his life on the run was more fun to watch.Tom Hanks, as popular as he is, can be commended for his willingness to play second banana for a change. And he did a fine job. Martin Sheen and Christopher Walken also made an impact here.I loved the old cars and the even older songs. The clip from 'To Tell the Truth' was a nice touch. The theme song still gives me a craving for vanilla ice cream after nearly 30 years (I didn't feel I had time to watch the new version).This was Oscar-caliber. Too bad the Academy Awards people didn't seem to agree."
198,In the Name of the Father,1993,8.1,NA,NA
199,Barry Lyndon,1975,8.1,"In the eighteenth century, in a small village in Ireland, Redmond Barry (Ryan O'Neal) is a young farm boy in love with his cousin Nora Brady (Gay Hamilton). When Nora gets engaged to British Captain John Quin (Leonard Rossiter), Barry challenges him to a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without an alternative, Barry joins the British Army to fight in the Seven Years War. He deserts and is forced to join the Prussian Army, where he saves the life of his Captain and becomes his protégé and spy of Irish gambler Chevalier de Balibari (Patrick Magee). He helps Chevalier and becomes his associate until he decides to marry the wealthy Lady Lyndon (Marisa Berenson). They move to England and Barry, in his obsession of nobility, dissipates her fortune and makes a dangerous and revengeful enemy. —Claudio Carvalho, Rio de Janeiro, Brazil","In terms of story this is on the surface at least, the simplest thing Kubrick ever made. However in terms of the technical aspect, it must have been one of his most challenging. The plot is basically about how greed, arrogance and ignorance can easily become the ruin of a man. The story itself is well told, but mostly quite simple as I said. The humor keeps us interested in the story, as does its undeniable visual beauty. It is not a stretch to say that this must be among the most beautiful looking films ever made. Every scene is filmed in all natural light, whether it be by sun or fire, and the landscapes and architecture handpicked by Kubrick himself are amazing. As in all Kubrick films, so much attention to small details equates to a great result in the end. Spielberg himself has called this film ""possibly the most beautifully shot film in history."".In terms of story, it's entertaining, in terms of it's technical achievement, the film is a landmark. Even for all the story's simplicity, there is a startling statement in the film that certainly can give the viewer real pause and thought. The finality of this world, the equality of all things in the end. It is certainly an interesting, powerful and very humbling down to earth observation. It is the kind of worldly observation that could perhaps lead some people to ruin, and yet lead others to strive for perfection. Perhaps that is part of Kubrick's thinking here, a Kubrickian challenge if you will, as he certainly was always an artist that was challenging his viewers. That through this observation people may become more aware of what they're leaving behind in this world...as one day, we will all equally be gone. For all the things written about this film, it is probably not nearly as unimportant of a story as many critics have said of it. Then again, critics and moviegoers alike have long been trying to catch up to Stanley, and never the other way around. 8.5/10."
200,Room,2015,8.1,"ROOM tells the extraordinary story of Jack, a spirited 5-year-old who is looked after by his loving and devoted mother. Like any good mother, Ma dedicates herself to keeping Jack happy and safe, nurturing him with warmth and love and doing typical things like playing games and telling stories. Their life, however, is anything but typical--they are trapped--confined to a 10-by-10-foot space that Ma has euphemistically named Room. Ma has created a whole universe for Jack within Room, and she will stop at nothing to ensure that, even in this treacherous environment, Jack is able to live a complete and fulfilling life. But as Jack's curiosity about their situation grows, and Ma's resilience reaches its breaking point, they enact a risky plan to escape, ultimately bringing them face-to-face with what may turn out to be the scariest thing yet: the real world. —A24","Based on the novel of the same name by Emma Donoghue, 'Room' is a challenging, unsettling, harrowing film, that leaves you disturbed. But that is its sheer power. The Incredible Performances only add to the film's hefty nature.'Room' Synopsis: After five-year-old Jack and his mother escape from the enclosed surroundings that Jack has known his entire life, the boy makes a thrilling discovery: the outside world.'Room' is a disturbing story about bad things that happen to good people. But its also about hope & fighting back. Its shocking to see the protagonist, a child, discover the world along-with his brave mother, who survived a harrowing experience. I was engrossed & often disturbed by the narrative, especially after the son & mother escape. The series of events that follow are so gut-wrenching, I almost broke down.'Room' is masterfully penned by Emma Donoghue herself. The Writing is consistently powerful & the dialogue are realistic to the core. Lenny Abrahamson's Direction is first-class. He has handled this dramatic, unsettling tale with complete flourish. Cinematography is perfectly claustrophobic. Editing is razor-crisp. Art Design is skilfully done.Performance-Wise: Brie Larson & Jacob Tremblay deliver incredible performances. Brie is astounding as the tormented, yet brave protagonist, while Jacob steals the show with a flawless performance. The child does wonders & makes 'Room' unforgettable. Of the supporting cast, Joan Allen & The Always Solid William H. Macy leave a solid mark.On the whole, 'Room' is a must watch! Its certainly unsettling, but its power is undeniable."
201,Gone Girl,2014,8.1,"On the occasion of his fifth wedding anniversary, Nick Dunne reports that his wife, Amy, has gone missing. Under pressure from the police and a growing media frenzy, Nick's portrait of a blissful union begins to crumble. Soon his lies, deceits and strange behavior have everyone asking the same dark question: Did Nick Dunne kill his wife? —Twentieth Century Fox","Amy and Nick Dunne are young, stylish and charming. The immaculate dream couple? It seems so, at least on the face of it. But infidelity and financial troubles let the glamorous façade crumble. One morning, Amy disappears without a trace, and Nick becomes suspect. Did he kill his wife? The media depict him as an uncaring husband, and he's trying desperately to correct that image. But what if he really is the murderer everyone believes him to be?""Gone Girl"", based on the Gillian Flynn novel of the same name, is a masterful thriller, a sharp-sighted media satire and a cynical analysis of modern marriage. Flynn herself wrote the screenplay for the movie adaptation, and David Fincher turns the already disturbing story into something even darker. ""Gone Girl"" is a perfect fit for Fincher, as it is concerned with two of his favorite themes: gender issues and modern media. The main topic here is how the media are shaping our own identities. Nick Dunne has to adapt to the expectations of the public in order to survive. As his lawyer Tanner Bolt puts it: ""This case is about what people think of you.""Amy and Nick both just play a character. They pretend to be a perfect couple. The movie suggests that pretending and being are not as far apart as we tend to think. When everyone plays along, the shallow masks are going to work. The much-maligned ending underlines this insight perfidiously. It's the point where ""Gone Girl"" becomes a pitch-black social satire. The last act isn't a thriller anymore, it's a grotesque caricature of modern relationships. I've never seen anything like it, and I can't praise Fincher enough for the risk he took with the last half an hour of this movie. Ben Affleck is great as the insipid husband Nick. You love to hate him. Rosamund Pike is simply mind-blowing. You'll also see Neil Patrick Harris and Tyler Perry in unusual roles. My personal favorite is Carrie Coon as Nick's caring yet foul-mouthed sister Margo. She's the heart of this movie, because unlike everyone else, she genuinely speaks her mind. Kim Dickens as the clever detective Rhonda Boney is pretty approachable, too.""Gone Girl"" might be Fincher's most splendid masterpiece yet. This movie is so unsettling and cynical, it feels like it was directed by the love child of Alfred Hitchcock and Lars von Trier. If that's not awesome, I don't know what is."
202,Hacksaw Ridge,2016,8.1,"The true story of Desmond T. Doss, the conscientious objector who, at the Battle of Okinawa, was awarded the Medal of Honor for his incredible bravery and regard for his fellow soldiers. We see his upbringing and how this shaped his views, especially his religious view and anti-killing stance. We see Doss's trials and tribulations after enlisting in the US Army and trying to become a medic. Finally, we see the hell on Earth that was Hacksaw Ridge. —grantss","The resistant soldier has been a theme for many films over the years. The young man here who serves as a medic has several good reasons for not carrying a gun. Apparently, putting yourself into harms way, unarmed is not adequate to keep you from being tormented. This could have been a cliche, but the acting is superb, the effects amazing, and the pacing works wonderfully. Basing it on an actual Medal of Honor recipient gives it a little push ahead of most others."
204,Andhadhun,2018,8.1,Akash a blind pianist is preparing for a London concert.Sophie's scooter bumps into Akash and upon finding he a pianist she takes him to her restaurant Franco's run by her father and offers him a job.Akash meets 70s actor Pramod Sinha at the restaurant who asks him to do a private concert of his songs at his residence to surprise his wife Simi. Next Day upon reaching his house a shocking surprise is waiting for Akash. —alex.mjacko@mypeepul.com,"I saw this in a theatre. Being a fan of the director's earlier movies, I was looking forward to it n I enjoyed it tremendously inspite having seen The Piano Tuner.I liked this more than the original.The screenplay is awesome. The writing team n the director did a fantastic job n successfully made the transition of a short film into a feature.The potential challenges of losing the heart of a short film while making it into a feature is always present but the makers of Andhadhun really succeeded in laying the foundation for future talents.Coming back to the film, it is chaotic, hilarious n very ntertaining.It is well paced and has funny situations as well as a black sense of humor.Watch out for that shady hospital scene man.The movie is well cast, with amusing performances by Ayushman n Tabu.The director did a superb job n was definitely having a little fun after the dark thriller Badlapur.The music at the murder scene will remind A Clockwork Orange."
207,To Be or Not to Be,1942,8.1,NA,NA
212,Mad Max: Fury Road,2015,8.1,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and almost everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland. —Production","I see a lot of negative reviews for this movie popping up. People complaining that there is a lack of story and character development, and too much action.... too much action? Really? Have these people never seen a Mad Max movie before? How is that a bad thing in a Mad Max movie? Fury Road feels like an 80's action movie, with a preposterously large budget, and it is GLORIOUS. This movie was an epic ride. So many awesome set pieces, incredible car designs, twisted and bizarre costumes and characters, and a lot of really strong warrior women as well.I've also heard it said that this movie contains a lot of feminism. Strong female characters that kick butt, is not feminism people! There's no anti-men message here. Just a cast which is dominated by more women than men. And about time for a change! Charlize Theron is my new favorite actress after this (it used to be Sigourney Weaver and Linda Hamilton). She really takes the spotlight, and that is about the only criticism I can think of with this movie. It's not so much about Mad Max, but about road warriors in general, and specifically Theron's character. I didn't think Tom Hardy was quite as good as Mad Max as Mel Gibson was, but he wasn't terrible. He just didn't lend enough presence to his character in this movie. Which may be a hard thing to do when the movie does not focus on Max.Special mention should also be given to all the side characters. The villains are enjoyably menacing, especially Hugh Keays-Byrne as Immortan Joe, John Howard as the People Eater, Richard Carter as the Bullet Farmer, and I also loved Melissa Jaffer as the leader of a gang of elderly motor ladies.Go see this movie if you like Mad Max!"
213,Ben-Hur,1959,8.1,"Judah Ben-Hur lives as a rich Jewish prince and merchant in Jerusalem at the beginning of the 1st century. Together with the new governor his old friend Messala arrives as commanding officer of the Roman legions. At first they are happy to meet after a long time but their different politic views separate them. During the welcome parade a roof tile falls down from Judah's house and injures the governor. Although Messala knows they are not guilty, he sends Judah to the galleys and throws his mother and sister into prison. But Judah swears to come back and take revenge. —Matthias Scheler <tron@lyssa.owl.de>","In the ears and minds of any movie lover, the word ""Ben-Hur"" resonates like the quintessential Hollywood classic oozing respectability in every inch of celluloid but the same respect we owe to an old relic. In our cynical modern world, who would enjoy a pompous-looking big-budget swords-and-sandals religious epic when you have Tarantino and Appatow?I saw ""Ben-Hur"" for the first time in fourth grade, it was part of our history course and being an Asterix buff, I loved watching real-life legionaries, galley slavery not to mention the chariot race, the film also enlightened me on Christianity and on Judaism (when my only religious reference was monotheism number three) and scared the hell out of me with leper. It worked on a cinematic level as much as educational, I guess even in its TV-sized crappy 80's VHS look, we kids enjoyed ""Ben-Hur"" especially the rivalry between Judah (Charlton Heston) and Messala (Stephen Boyd).I never watched ""Ben-Hur"" after that but nor did I have any doubt over its status as a colossal masterpiece. Watching it again a few years ago and then a few days ago, I was surprised by how engraved in my memory ""Ben-Hur"" was, and how the moments that stood out were still having the same effect. When Ben-Hur and Messala meet after many years, I'm always anticipating that first breech in the fortress of their friendship when the young Roman tribune will have one word too many about Ben-Hur's people, taking for granted their friendship and Judah's nobility as marks of submission. The second encounter is even more thrilling because it's like watching a shaking edifice waiting to collapse.It was a nice call from the director Wyler to mark the feud between the two ex-friends at the second encounter, hence putting more gravitas around their relationship, that screenwriter Gore Vidal tried to impregnate with homoerotic subtext. The story is known by movie buffs, Vidal wanted to make the interactions look as the two rivals were former lovers, the subtext works even more when you look at Stephen Boyd's ""enamored"" eyes toward Charlton Heston. But 'Chuck' never knew the trick and was annoyed about it, I guess I prefer the way their hatred epitomize the conflict between Romans and Jews sealing as one of the most memorable rivalries in history of cinema, with the most heart-pounding climactic face-to-face (or should I say wheel-to-wheel).I had positive feelings about ""Gladiator"" but ""Ben-Hur"" is the masterpiece that dwarfs any contemporary masterpiece, a sweeping revenge story that doesn't rely at all on fake CGI and special effects. It took William Wyler's expertise built up in three decades of experience to make ""Ben-Hur"" equal the reference of the time that was Cecil B. De Mille's 1925 version. As a matter of fact, ""Ben-Hur"" has been blockbuster material from the start, ever since Lewis Wallace's best-seller of the late century, it was played on theaters and not with modest budgets. A revenge story, with galley combats, a chariot race and an oblique take on the greatest story ever told, with a hero going from idealism to anger, from revenge to love, all wrapped up in a subtle religious conversion, ""Ben-Hur"" was an instant classic Hollywood couldn't ignore.If 1925 had the race and the thrills, the 1959 one had a bigger scope, bigger budget, the colors, the talking and all the determination of a big studio like MGM to prove a 50's audience that TV wasn't yet the pinnacle of spectacular entertainmnet. When I hear my Dad talking about going to the movies, like ""Ben-Hur"", ""Spartacus"", ""Guns of Navarone"" or ""Taras Boulba"" you would think he went there, inside the screen. And right now, I can't imagine the eyes of people staring at the screen during the chariot race, there comes a moment where you stop watching the moment as a plot element, but as a real race, and it never, never suspends your disbelief, it's like at any new viewing, Messalah can finally win.There are so many classic moments that filled the three-hour-and-half journey that you're never in a state of non-anticipation, when the new inquisitor's parade starts, you keep an eye on that loose roof tile, the one that started the whole chain of events. In the desert, you wait for the 'greatest cameo ever made', in the galleys, the big fight and Ben-Hur rescuing Arrius (Jack Hawkins) and it goes on and on. I must reckon after the chariot race, the film gets a tad too long, but only because you can't just sweep off such a rich epic with a five-minute resolution, and Charlton Heston, in his greatest role, contributed a lot to the everlasting appeal of the film, I don't think he gets the credit he deserved, he brings to his Judah Ben-Hur a dimension of emotional vulnerability that could have been laughable from a lesser actor.Other cast members include Oscar-winning Hugh Griffin enjoying his role as Arab sheikh and Judah's mentor, Israeli actress Haya Harareet as Esther, Martha Scott and Cathy O'Donnell as Judah's mother and sister... the film is served by a solid cast, editing, directing, having swept off all the major Oscar by breaking the record of 11 wins, only to be matched in 1997 with ""Titanic"" and ""The Return of the King"" and oddly enough, these titles could somewhat apply to ""Ben-Hur"". I haven't seen the 'original' and I'm in no hurry for the remake, but I don't get I'll be in a minority if I say that this is the ultimate version. I didn't see it many times in my life but it's always present in my memories as if it wasn't about the number of times you watch it but the intensity of each experience. And let's not forget the name of the director: William Wyler who outdid himself by making his masterpiece, which is saying a lot, given his previous streaks.""Ben-Hur"": A Christ Tale, a tale of vengeance, in fact a tale of all tales..."
215,Million Dollar Baby,2004,8.1,"Wanting to learn from the best, aspiring boxer Maggie Fitzgerald (Hilary Swank) wants Frankie Dunn (Clint Eastwood) to train her. At the outset, he flatly refuses saying he has no interest in training a girl. Frankie leads a lonely existence, alienated from his only daughter and having few friends. Maggie's rough around the edges, but shows a lot of grit in the ring and he eventually relents. Maggie not only proves to be the boxer he always dreamed of having under his wing, but a friend who fills the great void he's had in his life. Maggie's career skyrockets, but an accident in the ring leads her to ask Frankie for one last favor. —garykmcd","I didn't view this film until today because I simply wasn't interested in women in boxing; however, I wish I'd seen it years ago! Hillary Swank can never make another film and this one would be her crowning glory. It takes you on a wild ride of emotions from the beginning and Clint Eastwood's curmudgeon self is part of it all. Naturally, the ""voice of God"" in Morgan Freeman is there to explain it all and give some meaning to what each of the characters fell. By now, everyone knows the ending but I still won't spoil it for late-comers to the film like myself. I do believe much has been made about it and it's unnecessary. Yes, you will be torn about what is morally right but you can certainly understand how Eastwood's and Swank's characters feel! Please see this film. You will understand pugilism more than ever before and you just might see some of your own self in the film! It is well worth the time!"
218,Stand by Me,1986,8.1,"It's the summer of 1959 in Castlerock, Oregon and four 12 year-old boys - Gordie, Chris, Teddy and Vern - are fast friends. After learning of the general location of the body of a local boy who has been missing for several days, they set off into the woods to see it. Along the way, they learn about themselves, the meaning of friendship and the need to stand up for what is right. —garykmcd","If you grew up in the world before WiFi, a higher fidelity world depending on your circumstances as a child, there's a good chance that a lot of your growing up was done outside, with a group of pals, mates, friends or chums - who all sought to share what they knew and discover together what they did not.There's no coming of age so to speak, as we continually discover as we get older, but whatever it is that we do become, we generally do it without the bonds and support that were so crucial during our formative days - and quite often end up aimlessly drifting, nostalgic for the past and the shared experience of growing up, with those we would have entrusted our lives, our souls, our hearts and our minds to - albeit with the occasional minor squabble thrown in for good measure.If I'm ringing some bells then this film is definitely for you."
219,Network,1976,8.1,"In the 1970s, terrorist violence is the stuff of networks' nightly news programming and the corporate structure of the UBS Television Network is changing. Meanwhile, Howard Beale, the aging UBS news anchor, has lost his once strong ratings share and so the network fires him. Beale reacts in an unexpected way. We then see how this affects the fortunes of Beale, his coworkers (Max Schumacher and Diana Christensen), and the network. —Bruce Janson <bruce@cs.su.oz.au>","This movie came out when I was nine years old, and I saw it on network TV the following year, lured by the brouhaha that surrounded the use of the ""barnyard epithet"" during prime time. I loved this movie before I understood it, and I worship it now. Like ""Elmer Gantry"" or ""1984,"" it's a work of didactic art that only fails on an imaginative level -- Sinclair Lewis couldn't grasp how debased evangelism would become, Orwell couldn't foresee the excesses of Mao or Pol Pot, and Chayevsky couldn't envision the absolute decline of television from a vast wasteland to a malevolent sewer. Fox News, reality TV, even the OJ chase, ""Network"" anticipates every vile bit of it.Now, it's ridiculously overwritten -- NO ONE is as articulate as the characters in this film, and most certainly, no one who works in television is as literate as Diana Christensen (the Faye Dunaway character). I doubt that poet laureates or even Eminem could spew as witty an aside as ""muttering mutilated Marxism."" But damn if that isn't part of its charm. Plus, outside of Max Schumacher (William Holden), the characters are pretty much archetypes instead of real people (the Robert Duvall character might as well wear a black cape and top hat), but their two-dimensionality works as a good metaphor for Max's seduction into the ""shrieking nothingness"" or television. Plus the actors are so superb they make screeching caricatures into almost-sympathetic characters: Duvall is a credible and charismatic villain, Finch is a fine mad prophet and Faye Dunaway manages to make a shrill, manipulative, soulless neurotic so damn cute and sexy you'll want to leave your wife for her, too, just as long as she promises to keep sitting cross-legged on your desk and hitching up her skirt. (Therein lies the real eroticism, forget the intentionally mechanical, unerotic coupling later in the flick). Anyway, this is complex, high art masquerading as popular entertainment, go rent it now."
220,Logan,2017,8.1,"In 2029 the mutant population has shrunken significantly due to genetically modified plants designed to reduce mutant powers and the X-Men have disbanded. Logan, whose power to self-heal is dwindling, has surrendered himself to alcohol and now earns a living as a chauffeur. He takes care of the ailing old Professor X whom he keeps hidden away. One day, a female stranger asks Logan to drive a girl named Laura to the Canadian border. At first he refuses, but the Professor has been waiting for a long time for her to appear. Laura possesses an extraordinary fighting prowess and is in many ways like Wolverine. She is pursued by sinister figures working for a powerful corporation; this is because they made her, with Logan's DNA. A decrepit Logan is forced to ask himself if he can or even wants to put his remaining powers to good use. It would appear that in the near-future, the times in which they were able put the world to rights with razor sharp claws and telepathic powers are now over.","LOGAN - SPOILER FREE REVIEWAs most of you are aware I have not been a huge fan of the latest X- Men outings, but THIS WAS AWESOME!In a rather bleak entry we see a Post X-Men Logan, something has happened and the mutants no longer exist or there is a few of them out there. Director James Mangold chose to make the film almost colorless with much, much more character development than previous Wolverine and X-Men movies. We see a tired character that no longer belongs in a world that has feared him for over a century.While Hugh Jackman in his last outing as Logan does an amazing job and proves once and for all why NO ONE ELSE can ever be Wolverine, the supporting cast does a superb job as well starting with Sir Patrick Stuart who returns as Charles Xavier, Boyd Holbrook (Netflix's NARCOS) as an astounding and dangerous antagonist and newcomer Dafne Keen who is a rather sweet but incredibly deadly Weapon X-23.The movie is filled with gore and violence, but it does not feel forced at all in such an obscure movie. There is a rather new trend in Comic Book Movies after DEADPOOL, make them as brutal as possible, and while this started in the 90s with THE CROW and BLADE it has gained some track and more R Rated CBM are being developed as we speak.I HIGHLY recommend it."
221,Gangs of Wasseypur,2012,8.1,"Shahid Khan is exiled after impersonating the legendary Sultana Daku in order to rob British trains. Now outcast, Shahid becomes a worker at Ramadhir Singh's colliery, only to spur a revenge battle that passes on to generations. At the turn of the decade, Shahid's son, the philandering Sardar Khan vows to get his father's honor back, becoming the most feared man of Wasseypur. —anonymous","It has been nearly 5 years since I went and saw a movie first day first show in the theatres. But such was the level of anticipation with ""gangs of wasseypur"" that I found myself standing in front of the ticket counter at quarter to nine. The movie, which is 160 minutes long, starts with a shoot-them-up which may be the most authentic shoot-to-kill scene in Hindi cinema. The movie tells the story of rivalries between different sects of Muslims: the butchers, Qureshis, and the Pathans, Khans and extend over a period of three generations. The story starts from the pre- independence era when the British owned the mines in Dhanbad. After independence, these mines pass on to the wealthy landlord who hires an exiled Pathan to act as his strongman. The pathan, the father of Sardar Khan (Manoj Vajpayee) has been kicked out of his village, Wasseypur, after a confrontation with the local musclemen, the Qureshis, and is now forced to work in the mines of Dhanbad. He starts becoming too big for his shoes and is bumped off by the landlord thus beginning a series of killings and counter-killings. The acting by the ""star"" cast is stunning with Manoj Vajpayee leading the pack in as good as a performance as ""Bheeku Mahatre"" in Satya. When he stares lustfully at the back side of Reema Sen (here resurrected after being in the wilderness for nearly half a dozen years), you can feel the lust as a physical thing. He is backed by a very strong ensemble cast. The real strength of the movie is its dialogues. The words, replete with the choicest of abuses, feel as if they were wiretapped. The conversation rings true to life and had me laughing at the sheer vulgarity of it. The patois is captured very faithfully. The only negative point about the movie is its length which could have been edited somewhat in the second half when the third generation takes up (like the long Godfather III, if you may). Anurag Kashyap has put his soul into the movie and that is visible from every frame of the movie. The direction is the best I have seen this year in Hindi cinema and will only increase the expectations from the second part of this opus. And that is why I am jealous of the lucky bastards at the Cannes film festival who got to see both the parts back to back. The movie ends at a tantalizing junction and the prospect of meeting with these barely lovable characters for a second outing left me salivating."
228,Spotlight,2015,8,"When the Boston Globe's tenacious ""Spotlight"" team of reporters delves into allegations of abuse in the Catholic Church, their year-long investigation uncovers a decades-long cover-up at the highest levels of Boston's religious, legal, and government establishment, touching off a wave of revelations around the world. —Open Road","The whole movie is like a good news report itself. It tells the story, introduces people, looks for evidence and solves difficulties. Calm and clear, it is said that it is also very appropriate for the real office and living environment of journalists. Of course, in order to maintain this tone, the story of the news itself has been weakened, and the character of the reporter itself can not be deeply shaped."
